"LotArea","Neighborhood","OverallQuality","OverallCondition","YearBuilt","YearRemodeled","BuildingType","CentralAir","LivingArea","Bathrooms","Bedrooms","Fireplaces","SalePrice","YearSold","MonthSold","HasGarage"
902.9,"OldTown",6,7,1910,2002,"Single-family","Y",141.3,1,4,0,146.5,2009,9,1
731.9,"IDOTRR",4,5,1920,1950,"Single-family","N",66.9,1,2,0,34.9,2009,11,0
872.5,"IDOTRR",3,3,1900,1950,"Single-family","N",74.0,1,2,0,44.0,2009,9,0
1986.4,"BrkSide",5,6,1923,2004,"Single-family","Y",146.4,1,3,1,223.5,2009,5,1
614.5,"BrkSide",6,6,1923,1950,"Single-family","N",133.0,1,3,1,149.0,2009,9,1
674.8,"BrkSide",7,7,1925,2007,"Single-family","N",143.8,2,3,0,205.0,2009,10,1
460.8,"BrkSide",5,7,1930,1982,"Single-family","Y",153.6,2,3,1,137.0,2009,5,1
822.5,"BrkSide",6,6,1916,1950,"Single-family","N",88.4,1,2,1,121.0,2009,5,1
557.4,"BrkSide",4,6,1936,1950,"Single-family","Y",123.0,1,3,0,128.0,2009,7,1
557.4,"BrkSide",6,9,1937,2000,"Single-family","Y",109.2,1,2,0,134.9,2009,7,1
557.4,"BrkSide",5,8,1925,1997,"Single-family","Y",125.2,1,3,1,117.0,2009,5,1
557.4,"BrkSide",6,6,1939,1950,"Single-family","Y",131.2,1,4,1,132.5,2009,5,1
557.4,"BrkSide",5,5,1924,1950,"Single-family","Y",106.1,1,3,0,93.0,2009,6,1
557.4,"BrkSide",6,7,1926,2004,"Single-family","Y",84.0,1,2,0,119.0,2009,1,1
642.0,"BrkSide",5,5,1924,1950,"Single-family","Y",120.9,1,2,0,100.0,2009,10,1
568.5,"BrkSide",5,6,1936,1950,"Single-family","Y",143.0,1,3,0,141.5,2009,4,1
568.5,"BrkSide",4,7,1935,1995,"Single-family","Y",146.1,1,3,0,133.0,2009,7,1
568.5,"BrkSide",2,3,1936,1950,"Single-family","N",74.3,1,1,1,60.0,2009,1,0
568.5,"BrkSide",5,7,1931,1993,"Single-family","Y",81.3,1,2,0,105.0,2009,11,1
568.5,"BrkSide",5,6,1925,1999,"Single-family","Y",92.4,1,2,0,115.0,2009,3,1
568.5,"BrkSide",5,6,1938,1950,"Single-family","Y",147.0,2,3,1,150.0,2009,2,1
802.1,"BrkSide",5,5,1925,1950,"Single-family","Y",99.6,1,2,0,126.5,2009,8,1
1104.3,"BrkSide",6,6,1916,1994,"Single-family","N",198.2,2,5,0,214.5,2009,7,1
1060.3,"BrkSide",7,8,1910,1993,"Single-family","N",187.6,1,3,0,167.5,2009,10,1
751.9,"OldTown",6,6,1915,1950,"Single-family","Y",164.2,2,3,0,155.0,2009,6,1
232.2,"OldTown",7,8,1915,2005,"Single-family","Y",169.6,1,4,1,155.0,2009,6,1
922.3,"OldTown",7,8,1915,1994,"Single-family","Y",180.6,2,3,0,179.9,2009,6,1
512.8,"OldTown",6,6,1912,1950,"Single-family","Y",207.1,1,5,0,104.0,2009,7,0
278.7,"OldTown",5,1,1922,1950,"Two-family","N",197.7,2,4,0,62.5,2009,9,0
638.7,"IDOTRR",6,5,1927,1950,"Single-family","Y",179.3,2,4,0,149.0,2009,8,1
579.7,"IDOTRR",4,5,1925,1950,"Single-family","Y",112.2,1,2,0,103.0,2009,1,1
536.5,"OldTown",6,7,1915,2002,"Single-family","Y",132.6,1,3,0,123.0,2009,2,1
543.6,"OldTown",7,5,1902,2000,"","N",173.2,2,6,0,97.5,2009,5,0
479.3,"IDOTRR",6,6,1927,1950,"Single-family","Y",154.8,1,3,0,135.0,2009,8,1
479.3,"IDOTRR",4,6,1923,1950,"Single-family","Y",82.9,1,1,0,70.0,2009,7,0
958.7,"IDOTRR",6,7,1915,1965,"","Y",130.3,1,3,0,116.0,2009,2,1
397.6,"Sawyer",4,9,1946,2001,"Single-family","Y",65.4,1,2,0,88.8,2009,9,1
1003.3,"Edwards",5,5,1987,1988,"Two-family","Y",111.5,3,3,0,179.0,2009,3,0
1003.3,"Edwards",5,5,1987,1988,"Two-family","Y",111.5,3,3,0,179.0,2009,3,0
979.8,"Edwards",5,5,1978,1978,"Two-family","Y",107.0,2,2,0,159.9,2009,7,1
930.8,"Edwards",1,1,1922,1950,"Single-family","N",84.0,0,1,0,61.0,2009,3,0
615.8,"Edwards",6,6,1925,1950,"Single-family","N",127.2,2,3,0,103.6,2009,7,1
908.5,"Edwards",5,3,1934,1950,"Single-family","N",103.3,2,4,0,63.0,2009,3,1
1197.0,"Sawyer",5,6,1963,1999,"Single-family","Y",136.0,2,3,1,175.0,2009,10,1
819.0,"Sawyer",5,6,1963,1963,"Single-family","Y",104.1,1,3,0,139.0,2009,6,1
1038.9,"Sawyer",6,5,1978,1978,"Single-family","Y",156.3,2,3,1,172.5,2009,7,1
1079.9,"Sawyer",5,6,1967,1967,"Single-family","Y",97.7,1,3,1,113.5,2009,4,1
724.6,"Sawyer",5,7,1967,2004,"Single-family","Y",83.5,1,3,0,130.0,2009,6,1
744.5,"Sawyer",6,5,1978,1978,"Single-family","Y",96.1,1,3,1,149.9,2009,6,1
673.7,"Sawyer",5,5,1982,1982,"Single-family","Y",79.7,1,2,0,134.9,2009,4,1
811.9,"Sawyer",5,6,1982,1982,"Single-family","Y",79.9,1,2,0,137.0,2009,7,1
1079.1,"Sawyer",5,5,1962,1962,"Single-family","Y",101.4,1,3,1,139.0,2009,9,1
1430.6,"Sawyer",5,5,1961,1961,"Single-family","Y",164.8,2,4,1,165.0,2009,7,1
1422.4,"Sawyer",6,5,1960,1960,"Single-family","Y",105.7,1,3,1,148.0,2009,3,1
1447.7,"ClearCr",5,5,1956,1956,"Single-family","Y",192.4,1,4,1,165.0,2009,10,1
836.0,"Sawyer",2,2,1947,1950,"Single-family","N",61.3,1,2,0,63.9,2009,6,0
1045.1,"ClearCr",4,5,1957,1989,"Single-family","Y",166.1,1,5,2,161.5,2009,11,1
2331.2,"ClearCr",5,8,1968,2003,"Single-family","Y",136.8,1,1,2,143.0,2009,6,1
1592.2,"Edwards",4,6,1956,1956,"Single-family","Y",114.2,1,3,0,135.0,2009,4,1
1146.5,"Edwards",4,5,1940,1950,"Single-family","Y",80.0,1,1,0,82.5,2009,3,1
994.7,"ClearCr",5,5,1955,1993,"Single-family","Y",173.4,1,2,3,190.0,2009,11,1
1270.8,"Edwards",3,5,1955,1955,"Single-family","Y",161.0,2,4,1,139.6,2009,6,1
1452.4,"Edwards",4,5,1954,1954,"Single-family","Y",128.5,1,2,0,122.0,2009,10,1
915.5,"Edwards",6,5,1956,1956,"Single-family","Y",156.9,1,3,1,127.5,2009,11,1
889.1,"Edwards",5,5,1956,1956,"Single-family","Y",99.7,1,2,0,121.5,2009,2,1
889.1,"Edwards",5,3,1958,1958,"Single-family","Y",118.5,1,3,0,60.0,2009,6,1
868.6,"Edwards",6,7,1946,1950,"Single-family","Y",152.3,1,3,1,154.4,2009,7,1
867.6,"Edwards",4,6,1941,1950,"Single-family","Y",62.4,1,2,0,113.0,2009,8,1
691.1,"Edwards",5,6,1954,1954,"Single-family","Y",101.2,1,3,1,125.0,2009,9,1
1068.3,"Edwards",4,3,1957,1957,"Single-family","N",78.5,1,3,0,84.0,2009,1,1
393.4,"Edwards",5,5,1984,1984,"Townhouse","Y",97.4,2,2,0,139.5,2009,2,1
1059.8,"Edwards",5,4,1949,2008,"Single-family","Y",159.4,1,3,1,131.0,2009,1,1
841.6,"Edwards",6,5,1939,1950,"Single-family","Y",116.9,1,2,0,105.0,2009,10,1
843.8,"Edwards",4,5,1940,1950,"Single-family","Y",140.3,1,4,1,108.0,2009,10,1
1001.2,"SawyerW",7,6,1990,1991,"Single-family","Y",98.6,1,1,0,162.0,2009,7,1
1788.7,"SawyerW",6,5,1983,1983,"Single-family","Y",124.3,1,2,1,156.5,2009,9,1
1145.1,"SawyerW",8,8,1983,2009,"Single-family","Y",198.0,1,1,1,316.6,2009,9,1
1364.1,"SawyerW",7,7,1990,1991,"Single-family","Y",204.0,2,3,1,271.9,2009,6,1
865.5,"SawyerW",7,5,1993,1993,"Single-family","Y",164.9,2,3,1,213.0,2009,7,1
981.0,"SawyerW",7,5,1993,1994,"Single-family","Y",174.5,2,3,1,239.9,2009,8,1
913.0,"SawyerW",8,5,1995,1995,"Single-family","Y",187.6,2,3,1,239.5,2009,6,1
2452.4,"SawyerW",5,7,1880,2007,"Single-family","Y",187.3,1,4,1,131.0,2009,6,1
651.9,"SawyerW",5,5,1979,1979,"Two-family","Y",142.6,2,4,0,119.0,2009,6,1
651.9,"SawyerW",5,5,1979,1979,"Two-family","Y",113.7,0,2,2,153.3,2009,6,1
651.9,"SawyerW",5,5,1979,1979,"Two-family","Y",207.0,2,6,0,148.0,2009,6,1
651.9,"SawyerW",5,5,1979,1979,"Two-family","Y",142.6,2,4,0,118.9,2009,6,1
651.9,"SawyerW",5,5,1979,1979,"Two-family","Y",142.6,2,4,0,118.9,2009,6,1
651.9,"SawyerW",5,5,1979,1979,"Two-family","Y",208.1,2,6,0,143.0,2009,6,1
654.0,"SawyerW",5,5,1979,1979,"Two-family","Y",114.2,0,2,2,148.3,2009,6,1
650.9,"SawyerW",5,5,1979,1979,"Two-family","Y",140.5,2,4,0,113.7,2009,6,1
1101.3,"SawyerW",7,5,2000,2000,"Two-family","Y",258.9,4,6,2,269.5,2009,10,1
737.5,"SawyerW",7,5,2000,2000,"Two-family","Y",258.9,4,6,2,269.5,2009,10,1
740.9,"SawyerW",7,5,2000,2000,"Two-family","Y",258.9,4,6,2,269.5,2009,10,1
1015.6,"CollgCr",9,5,2009,2009,"Single-family","Y",156.1,1,1,1,323.3,2009,7,1
988.1,"CollgCr",8,5,2007,2008,"Single-family","Y",159.6,2,3,1,297.0,2009,9,1
949.9,"CollgCr",8,5,2008,2008,"Single-family","Y",151.4,2,3,1,295.5,2009,1,1
1004.7,"CollgCr",9,5,2008,2008,"Single-family","Y",159.8,2,3,1,332.0,2009,11,1
852.6,"CollgCr",8,5,2008,2008,"Single-family","Y",136.4,2,3,1,239.9,2009,6,1
1000.4,"CollgCr",8,5,2007,2007,"Single-family","Y",164.2,2,3,0,212.0,2009,4,1
1061.0,"CollgCr",8,5,2007,2008,"Single-family","Y",170.7,2,3,2,272.5,2009,4,1
1107.6,"CollgCr",9,5,2007,2007,"Single-family","Y",167.2,2,2,0,239.0,2009,5,1
818.8,"CollgCr",7,5,2006,2006,"Single-family","Y",149.0,2,3,1,220.0,2009,3,1
628.1,"CollgCr",7,5,2007,2007,"Single-family","Y",119.8,2,2,1,200.0,2009,5,1
959.0,"CollgCr",8,5,2008,2008,"Single-family","Y",116.5,2,2,0,221.8,2009,3,1
679.4,"CollgCr",7,5,2007,2007,"Single-family","Y",114.4,2,2,0,194.5,2009,2,1
1081.8,"CollgCr",8,5,2005,2006,"Single-family","Y",139.2,2,3,1,237.0,2009,3,1
1081.8,"CollgCr",6,5,2005,2006,"Single-family","Y",132.1,2,3,1,173.0,2009,7,1
1189.0,"SawyerW",7,5,1989,1989,"Single-family","Y",152.7,2,2,1,275.0,2009,8,1
1551.1,"ClearCr",7,5,1992,1993,"Single-family","Y",163.4,2,3,1,233.5,2009,6,1
2665.9,"ClearCr",5,5,1967,1967,"Single-family","Y",197.5,2,3,0,185.0,2009,6,1
1157.8,"CollgCr",5,5,1996,1996,"Single-family","Y",96.6,1,3,0,152.0,2009,11,1
906.4,"CollgCr",5,7,1994,1994,"Single-family","Y",92.0,1,3,0,143.0,2009,10,1
1433.0,"CollgCr",6,5,1997,1997,"Single-family","Y",163.9,2,3,0,231.5,2009,8,1
990.9,"CollgCr",7,6,1996,1996,"Single-family","Y",154.3,2,3,1,212.0,2009,4,1
1370.5,"CollgCr",7,5,1998,1998,"Single-family","Y",135.9,2,3,0,207.0,2009,12,1
1008.7,"CollgCr",5,5,1994,1995,"Single-family","Y",101.9,1,3,0,145.0,2009,6,1
749.8,"CollgCr",5,5,1994,1995,"Single-family","Y",92.0,1,3,0,138.0,2009,5,1
966.1,"CollgCr",7,5,1998,1998,"Single-family","Y",165.3,2,3,0,197.9,2009,3,1
960.1,"CollgCr",7,5,1999,1999,"Single-family","Y",139.4,2,3,0,204.0,2009,6,1
837.6,"CollgCr",7,5,1999,1999,"Single-family","Y",132.9,2,3,0,192.0,2009,9,1
812.8,"CollgCr",6,5,1998,1998,"Single-family","Y",164.6,2,3,1,200.0,2009,4,1
830.0,"CollgCr",7,5,2002,2002,"Single-family","Y",154.2,2,3,0,195.0,2009,7,1
911.1,"CollgCr",7,5,2002,2002,"Single-family","Y",146.1,2,3,0,227.0,2009,3,1
1153.7,"CollgCr",7,5,2001,2001,"Single-family","Y",170.9,2,3,0,230.0,2009,6,1
1512.8,"CollgCr",7,5,2001,2002,"Single-family","Y",132.8,2,3,0,187.1,2009,6,1
997.6,"CollgCr",7,5,2002,2001,"Single-family","Y",134.1,2,3,0,203.0,2009,4,1
1037.3,"CollgCr",7,5,2001,2001,"Single-family","Y",138.6,2,3,1,201.0,2009,7,1
783.1,"CollgCr",5,5,1978,1978,"Single-family","Y",96.6,2,3,0,124.0,2009,8,0
1511.3,"CollgCr",5,5,1978,1978,"Single-family","Y",84.3,1,3,0,140.0,2009,7,1
645.6,"CollgCr",5,7,1979,1979,"Single-family","Y",84.9,1,2,0,134.9,2009,10,1
817.5,"CollgCr",5,7,1977,2008,"Single-family","Y",96.6,2,3,0,150.5,2009,9,1
650.3,"CollgCr",5,8,1978,2005,"Single-family","Y",80.3,1,3,0,136.5,2009,7,1
862.6,"CollgCr",5,7,1977,1989,"Single-family","Y",117.8,1,3,0,143.5,2009,10,1
1442.0,"CollgCr",5,6,1972,1972,"Single-family","Y",80.3,1,3,1,133.5,2009,8,1
668.8,"CollgCr",5,5,1972,1972,"Single-family","Y",83.0,1,2,0,123.0,2009,9,1
668.8,"CollgCr",5,8,1972,2003,"Single-family","Y",71.3,1,2,0,133.9,2009,4,1
784.5,"CollgCr",5,7,1972,2007,"Single-family","Y",71.3,1,2,0,133.0,2009,3,1
1083.5,"CollgCr",7,5,2002,2002,"Single-family","Y",149.7,2,3,0,250.0,2009,9,1
1145.8,"CollgCr",8,5,2003,2003,"Single-family","Y",202.9,2,4,1,254.8,2009,6,1
1099.7,"CollgCr",8,5,2001,2001,"Single-family","Y",166.1,2,3,1,236.5,2009,6,1
1104.0,"CollgCr",8,5,2001,2001,"Single-family","Y",173.9,2,3,1,261.5,2009,11,1
1026.5,"CollgCr",9,5,2000,2000,"Single-family","Y",200.0,2,3,2,313.0,2009,5,1
812.7,"CollgCr",7,5,2002,2002,"Single-family","Y",160.2,2,3,0,198.5,2009,11,1
1045.1,"CollgCr",7,5,2001,2001,"Single-family","Y",173.7,2,3,0,211.0,2009,5,1
1463.1,"CollgCr",8,5,1999,2000,"Single-family","Y",140.5,2,2,1,220.0,2009,6,1
1103.9,"CollgCr",7,5,1996,1996,"Single-family","Y",139.7,2,3,1,203.0,2009,6,1
1187.4,"CollgCr",8,5,2002,2003,"Single-family","Y",169.8,2,3,1,279.5,2009,6,1
812.8,"CollgCr",7,5,1997,1998,"Single-family","Y",131.6,2,3,1,210.0,2009,8,1
870.9,"CollgCr",7,5,1997,1998,"Single-family","Y",188.9,2,3,0,219.5,2009,2,1
812.8,"CollgCr",7,5,1996,1996,"Single-family","Y",159.4,2,2,1,191.0,2009,7,1
845.3,"CollgCr",7,5,2001,2001,"Single-family","Y",112.6,2,3,0,178.0,2009,6,1
905.7,"CollgCr",7,5,2000,2001,"Single-family","Y",151.4,2,3,1,213.0,2009,10,1
412.0,"CollgCr",6,5,2003,2004,"Townhouse","Y",78.8,1,1,0,144.0,2009,6,1
412.0,"CollgCr",6,5,2003,2003,"Townhouse","Y",78.8,1,1,0,140.0,2009,5,1
947.5,"CollgCr",8,5,2007,2007,"Single-family","Y",148.8,2,3,1,293.2,2009,1,1
865.1,"CollgCr",7,5,2004,2004,"Single-family","Y",160.5,2,3,0,190.0,2009,4,1
788.4,"CollgCr",7,5,2004,2004,"Single-family","Y",139.3,2,3,0,190.0,2009,8,1
802.0,"CollgCr",6,5,2005,2005,"Single-family","Y",137.1,2,3,0,173.5,2009,2,1
1028.2,"CollgCr",6,5,2007,2007,"Single-family","Y",129.7,2,3,1,170.0,2009,7,1
815.3,"Edwards",4,5,1949,2003,"Single-family","Y",104.6,2,2,0,108.0,2009,5,1
923.1,"Edwards",5,7,1964,1999,"Single-family","Y",138.0,1,3,0,167.0,2009,3,1
824.6,"Edwards",4,6,1938,1958,"Single-family","Y",75.8,1,2,1,100.0,2009,5,1
678.2,"Edwards",7,5,2003,2003,"Single-family","Y",178.5,3,4,1,198.5,2009,7,1
738.5,"Edwards",6,6,1977,1977,"Single-family","Y",132.5,1,3,0,159.5,2009,7,1
992.3,"Edwards",4,6,1960,1971,"Single-family","Y",106.7,1,3,0,127.0,2009,7,1
668.8,"Edwards",6,6,1976,1976,"Single-family","Y",104.5,1,3,1,125.0,2009,10,1
1234.2,"Edwards",9,5,2007,2008,"Single-family","Y",157.7,2,3,1,320.0,2009,2,1
341.4,"Edwards",6,5,2005,2006,"Townhouse","Y",99.6,1,2,0,145.5,2009,4,1
873.7,"Edwards",5,9,1947,2008,"Single-family","Y",64.8,1,2,0,118.0,2009,6,0
595.5,"Edwards",4,5,1959,1959,"Single-family","Y",81.4,1,3,0,85.0,2009,3,1
1093.1,"Edwards",5,5,1950,1950,"Single-family","Y",127.1,1,3,0,120.0,2009,6,1
780.8,"Edwards",4,3,1945,1950,"Single-family","N",142.0,2,4,0,98.0,2009,4,1
377.1,"Edwards",5,8,1922,1950,"Single-family","Y",80.3,1,2,0,99.9,2009,7,0
948.1,"Edwards",3,3,1952,1952,"Single-family","N",87.7,1,2,0,82.0,2009,7,1
1015.0,"Edwards",5,5,1959,1959,"Two-family","Y",155.9,2,6,0,119.9,2009,8,0
1093.1,"Edwards",5,5,1956,1956,"Single-family","Y",144.9,1,2,1,103.5,2009,5,1
829.2,"Edwards",4,3,1956,1956,"Single-family","Y",89.2,1,3,0,112.0,2009,10,1
1147.6,"Edwards",6,8,1920,2000,"Single-family","Y",111.1,1,3,0,110.0,2009,8,1
762.8,"Edwards",5,6,1941,1950,"Single-family","Y",120.6,1,3,2,122.0,2009,9,1
1021.6,"Edwards",5,5,1941,1960,"Single-family","Y",149.0,2,3,0,117.0,2009,7,1
585.2,"SWISU",5,4,1938,1950,"Single-family","Y",117.8,1,3,2,160.0,2009,7,1
418.0,"SWISU",5,5,1932,2000,"Single-family","Y",141.2,1,3,0,159.4,2009,7,1
780.3,"SWISU",2,5,1920,1950,"Single-family","N",40.7,1,1,0,60.0,2009,1,1
919.7,"SWISU",6,7,1940,1950,"Single-family","Y",138.3,2,3,1,139.5,2009,7,1
1473.6,"SWISU",7,3,1920,1970,"Single-family","Y",286.3,2,5,2,197.0,2009,8,1
530.1,"SWISU",6,6,1935,1950,"Single-family","Y",115.4,1,3,1,105.0,2009,3,1
724.9,"SWISU",4,3,1928,1950,"Single-family","Y",184.0,2,4,2,135.0,2009,12,1
796.5,"Crawfor",6,8,1916,2000,"Single-family","Y",114.4,1,3,1,147.5,2009,10,1
573.2,"SWISU",6,6,1925,1990,"Single-family","Y",149.4,2,3,1,137.4,2009,10,1
668.8,"SWISU",7,9,1936,2007,"Single-family","Y",105.4,1,3,0,155.0,2009,4,1
702.1,"Crawfor",6,6,1928,1950,"Single-family","Y",177.7,1,3,1,177.0,2009,3,1
584.5,"SWISU",7,7,1928,1950,"Single-family","Y",137.2,2,3,1,145.0,2009,8,1
664.7,"Crawfor",7,8,1918,1990,"Single-family","Y",114.1,1,3,1,137.0,2009,5,1
1014.2,"Crawfor",7,9,1926,2004,"Single-family","Y",193.2,1,3,2,234.0,2009,6,1
1270.8,"Crawfor",5,6,1940,1950,"Single-family","Y",145.6,1,2,2,205.0,2009,2,1
696.7,"Crawfor",6,7,1942,1950,"Single-family","Y",138.8,1,3,2,177.5,2009,11,1
891.8,"Crawfor",5,7,1940,1950,"Single-family","Y",121.5,1,2,2,160.0,2009,6,1
1363.7,"Crawfor",5,4,1960,1960,"Single-family","Y",118.3,1,2,0,155.0,2009,6,1
1241.1,"Crawfor",5,7,1921,2006,"Single-family","Y",89.5,1,2,0,163.5,2009,8,1
713.5,"Crawfor",5,6,1921,1950,"Single-family","Y",124.8,1,3,1,154.9,2009,7,1
756.6,"Crawfor",7,6,1940,1950,"Two-family","Y",230.4,2,5,2,205.0,2009,7,1
845.3,"Crawfor",5,6,1954,1954,"Single-family","Y",103.3,1,2,1,144.8,2009,10,1
1114.7,"Crawfor",7,7,1941,1950,"Single-family","Y",145.3,1,3,1,174.5,2009,7,1
1239.1,"Crawfor",6,6,1960,1960,"Single-family","Y",145.0,2,3,1,193.0,2009,5,1
1449.1,"Crawfor",5,7,1949,2005,"Single-family","N",141.5,2,3,1,158.0,2009,10,1
1300.5,"Crawfor",6,8,1950,2004,"Single-family","Y",107.0,1,3,1,158.5,2009,8,1
1625.6,"Crawfor",6,5,1954,1954,"Single-family","Y",177.1,1,3,2,224.0,2009,1,1
161.0,"Blueste",6,6,1980,1980,"","Y",95.9,1,2,1,115.0,2009,5,1
138.2,"Blueste",6,6,1980,1992,"Townhouse","Y",114.2,1,2,1,137.0,2009,10,1
149.7,"Blueste",6,6,1980,1980,"","Y",114.2,1,2,1,121.0,2009,7,1
120.8,"Blueste",6,6,1980,1980,"Townhouse","Y",114.2,1,2,1,124.0,2009,5,1
1264.0,"Crawfor",6,6,1986,1986,"Single-family","Y",184.1,2,3,1,208.0,2009,4,1
1634.7,"Crawfor",7,9,1971,2009,"Single-family","Y",219.7,2,3,2,315.0,2009,7,1
2015.3,"Crawfor",6,9,1988,2007,"Single-family","Y",156.1,2,3,1,222.0,2009,12,1
993.0,"IDOTRR",5,7,1920,1997,"Single-family","Y",124.8,1,3,0,147.0,2009,7,1
804.5,"IDOTRR",5,6,1900,1993,"Single-family","N",201.4,2,5,0,123.0,2009,12,1
594.7,"IDOTRR",5,5,1920,1950,"Single-family","N",110.7,1,3,0,78.0,2009,7,1
786.8,"IDOTRR",3,2,1915,1982,"Single-family","N",141.8,1,2,0,85.0,2009,10,0
947.5,"IDOTRR",4,6,1925,1950,"Single-family","N",53.1,1,2,0,75.0,2009,5,1
357.0,"Crawfor",8,5,2007,2008,"Townhouse","Y",153.1,2,2,1,230.0,2009,6,1
2023.2,"IDOTRR",2,4,1910,1950,"Single-family","N",75.2,1,1,0,57.6,2009,3,1
940.6,"Mitchel",8,5,2000,2001,"Single-family","Y",190.6,2,3,1,251.0,2009,5,1
1191.1,"Mitchel",7,5,2003,2003,"Single-family","Y",199.6,1,1,1,239.7,2009,8,1
1125.7,"Mitchel",7,5,2004,2005,"Single-family","Y",158.8,2,3,1,240.0,2009,4,1
1134.1,"Mitchel",6,5,2001,2002,"Single-family","Y",182.2,2,3,1,215.0,2009,6,1
905.7,"Mitchel",6,6,1977,1977,"Single-family","Y",86.0,1,2,1,156.4,2009,4,1
869.5,"Mitchel",6,7,1977,1977,"Single-family","Y",119.6,1,2,2,173.0,2009,11,1
940.6,"Mitchel",5,5,1977,1977,"Two-family","Y",161.1,2,4,0,126.0,2009,8,1
924.0,"Mitchel",7,5,1990,1991,"Single-family","Y",113.1,2,3,0,173.0,2009,6,1
1028.3,"Mitchel",5,5,1991,1991,"Single-family","Y",148.2,2,2,0,152.0,2009,4,1
1335.4,"Timber",6,6,1958,1958,"Single-family","Y",124.8,1,3,1,137.5,2009,1,1
19995.0,"Timber",7,5,1965,1965,"Single-family","Y",189.1,2,3,2,375.0,2009,6,1
1198.1,"Timber",9,5,2007,2008,"Single-family","Y",150.5,2,2,1,315.5,2009,9,1
1222.4,"Timber",7,5,2009,2009,"Single-family","Y",157.2,2,3,0,224.5,2009,7,1
1248.3,"Timber",9,5,2008,2008,"Single-family","Y",189.1,2,3,1,410.0,2009,7,1
1343.5,"Timber",9,5,2008,2008,"Single-family","Y",152.4,2,3,0,316.5,2009,1,1
829.1,"Timber",8,5,2007,2007,"Single-family","Y",136.2,2,3,0,201.0,2009,7,1
1064.3,"Timber",6,5,1988,1988,"Single-family","Y",131.2,2,3,1,175.0,2009,3,1
914.0,"Timber",6,8,1980,2006,"Single-family","Y",207.8,2,3,1,204.0,2009,2,1
1339.4,"Timber",7,5,1987,1989,"Single-family","Y",137.4,2,3,1,213.5,2009,7,1
636.6,"Timber",8,5,2001,2002,"Single-family","Y",120.4,2,2,0,220.0,2009,6,1
850.6,"Timber",7,5,2003,2003,"Single-family","Y",187.1,2,3,0,170.0,2009,2,1
1356.3,"Timber",9,5,2006,2006,"Single-family","Y",170.7,2,2,1,315.0,2009,3,1
1173.5,"Timber",9,5,2007,2007,"Single-family","Y",183.7,2,2,1,425.0,2009,5,1
1162.8,"Mitchel",5,7,1968,1968,"Single-family","Y",93.6,1,3,0,139.5,2009,4,1
2020.4,"Mitchel",5,4,1960,2006,"Single-family","Y",164.5,1,3,1,115.0,2009,11,1
418.0,"Mitchel",6,5,1998,1998,"Townhouse","Y",111.8,2,2,0,162.0,2009,6,1
418.0,"Mitchel",6,5,1999,1999,"Townhouse","Y",113.7,2,2,0,165.0,2009,6,1
148.3,"MeadowV",4,5,1973,1973,"","Y",91.8,1,2,0,91.0,2009,11,1
915.7,"Mitchel",5,6,1968,1968,"Single-family","Y",81.2,1,3,0,130.0,2009,11,1
141.8,"MeadowV",4,8,1970,2002,"","Y",58.5,1,1,0,86.0,2009,5,1
1243.2,"Mitchel",5,5,1969,2000,"Single-family","Y",130.4,2,3,1,160.0,2009,3,1
137.2,"MeadowV",4,4,1970,1970,"Townhouse","Y",58.5,1,1,0,80.0,2009,4,1
142.4,"MeadowV",4,6,1970,2008,"","Y",124.8,1,3,1,97.0,2009,5,0
205.9,"MeadowV",4,4,1970,1970,"Townhouse","Y",101.4,1,3,0,88.0,2009,8,1
714.3,"Mitchel",5,8,1972,1972,"Single-family","Y",73.9,1,2,0,131.9,2009,7,1
715.8,"Mitchel",6,5,1993,1996,"Single-family","Y",101.3,1,2,0,131.2,2009,8,1
845.4,"Mitchel",5,6,1978,1978,"Single-family","Y",103.1,1,1,1,165.5,2009,7,1
815.6,"Mitchel",5,5,1985,1985,"Single-family","Y",77.4,1,3,0,112.0,2009,3,0
712.4,"Mitchel",5,6,1992,1993,"Single-family","Y",82.0,1,2,1,149.0,2009,6,1
1311.2,"Mitchel",5,5,1993,1995,"Single-family","Y",126.5,1,1,0,143.0,2009,10,1
968.8,"Mitchel",5,5,1992,1992,"Single-family","Y",119.6,1,3,0,130.0,2009,7,1
912.1,"Mitchel",6,5,1977,1977,"Single-family","Y",145.6,2,2,2,196.0,2009,5,1
971.4,"Mitchel",5,7,1969,1969,"Single-family","Y",151.6,1,4,1,173.0,2009,4,1
1024.5,"NAmes",6,8,1958,2002,"Single-family","Y",131.4,1,3,1,176.5,2008,5,1
1200.7,"NAmes",6,7,1970,1970,"Single-family","Y",196.7,2,4,2,237.5,2008,5,1
1028.8,"NAmes",6,5,1969,1969,"Single-family","Y",196.2,2,4,2,206.9,2008,6,1
808.4,"Gilbert",6,5,1997,1998,"Single-family","Y",149.0,2,3,1,187.5,2008,4,1
756.1,"Gilbert",6,5,1995,1996,"Single-family","Y",136.6,2,3,1,165.0,2008,10,1
885.7,"Gilbert",6,5,1998,1998,"Single-family","Y",149.0,2,3,0,195.5,2008,5,1
839.9,"Gilbert",6,5,1998,1998,"Single-family","Y",152.2,2,3,2,192.0,2008,7,1
1396.9,"Gilbert",6,5,1996,1996,"Single-family","Y",152.0,2,3,1,173.0,2008,11,1
